Source,Target,Weight
appartamento,diverso,1
appartamento,gomito,1
appartamento,illustro,1
appartamento,palazzo,1
appartamento,decadere,1
appartamento,pieni,1
appartamento,baracca,1
appartamento,permaloso,1
appartamento,diffidente,1
appartamento,vero,1
appartamento,fine,1
appartamento,scorso,1
appartamento,provvisorio,1
appartamento,importuno,1
appartamento,invadente,1
appartamento,forma,1
appartamento,prima,1
appartamento,comune,1
ambiente,appartamento,1
appartamento,grande,1
appartamento,zona,1
appartamento,buono,1
appartamento,mano,1
appartamento,notte,1
appartamento,fitto,1
appartamento,voce,1
appartamento,ironico,1
altro,cornice,1
altro,facile,1
altro,anno,2
altro,muro,1
altro,diverso,3
altro,gomito,1
altro,illustro,1
altro,palazzo,1
altro,decadere,1
altro,pieni,1
altro,baracca,1
altro,permaloso,1
altro,diffidente,1
altro,vero,1
altro,fine,1
altro,scorso,1
altro,provvisorio,1
altro,importuno,1
altro,invadente,1
altro,forma,2
altro,prima,5
altro,comune,1
altro,ambiente,1
altro,grande,1
altro,zona,1
altro,buono,1
altro,mano,1
altro,notte,1
altro,fitto,1
altro,voce,1
altro,ironico,1
cornice,facile,1
anno,cornice,1
cornice,muro,1
cornice,diverso,1
cornice,gomito,1
cornice,illustro,1
cornice,palazzo,1
cornice,decadere,1
cornice,pieni,1
baracca,cornice,1
cornice,permaloso,1
cornice,diffidente,1
cornice,vero,1
cornice,fine,1
cornice,scorso,1
cornice,provvisorio,1
cornice,importuno,1
cornice,invadente,1
cornice,forma,1
cornice,prima,1
comune,cornice,1
ambiente,cornice,1
cornice,grande,1
cornice,zona,1
buono,cornice,1
cornice,mano,1
cornice,notte,1
cornice,fitto,1
cornice,voce,1
cornice,ironico,1
anno,facile,1
facile,muro,1
diverso,facile,1
facile,gomito,1
facile,illustro,1
facile,palazzo,1
decadere,facile,1
facile,pieni,1
baracca,facile,1
facile,permaloso,1
diffidente,facile,1
facile,vero,1
facile,fine,1
facile,scorso,1
facile,provvisorio,1
facile,importuno,1
facile,invadente,1
facile,forma,1
facile,prima,1
comune,facile,1
ambiente,facile,1
facile,grande,1
facile,zona,1
buono,facile,1
facile,mano,1
facile,notte,1
facile,fitto,1
facile,voce,1
facile,ironico,1
anno,muro,1
anno,diverso,2
anno,gomito,1
anno,illustro,1
anno,palazzo,1
anno,decadere,1
anno,pieni,1
anno,baracca,1
anno,permaloso,1
anno,diffidente,1
anno,vero,2
anno,fine,1
anno,scorso,1
anno,provvisorio,1
anno,importuno,1
anno,invadente,1
anno,forma,2
anno,prima,3
anno,comune,1
ambiente,anno,1
anno,grande,1
anno,zona,1
anno,buono,1
anno,mano,1
anno,notte,1
anno,fitto,2
anno,voce,1
anno,ironico,1
diverso,muro,1
gomito,muro,1
illustro,muro,1
muro,palazzo,1
decadere,muro,1
muro,pieni,1
baracca,muro,1
muro,permaloso,1
diffidente,muro,1
muro,vero,1
fine,muro,1
muro,scorso,1
muro,provvisorio,1
importuno,muro,1
invadente,muro,1
forma,muro,1
muro,prima,1
comune,muro,1
ambiente,muro,1
grande,muro,1
muro,zona,1
buono,muro,1
mano,muro,1
muro,notte,1
fitto,muro,1
muro,voce,1
ironico,muro,1
diverso,gomito,1
diverso,illustro,1
diverso,palazzo,1
decadere,diverso,1
diverso,pieni,1
baracca,diverso,1
diverso,permaloso,1
diffidente,diverso,1
diverso,vero,1
diverso,fine,1
diverso,scorso,1
diverso,provvisorio,1
diverso,importuno,1
diverso,invadente,1
diverso,forma,2
diverso,prima,2
comune,diverso,1
ambiente,diverso,1
diverso,grande,1
diverso,zona,1
buono,diverso,1
diverso,mano,1
diverso,notte,1
diverso,fitto,1
diverso,voce,1
diverso,ironico,1
gomito,illustro,1
gomito,palazzo,1
decadere,gomito,1
gomito,pieni,1
baracca,gomito,1
gomito,permaloso,1
diffidente,gomito,1
gomito,vero,1
fine,gomito,1
gomito,scorso,1
gomito,provvisorio,1
gomito,importuno,1
gomito,invadente,1
forma,gomito,1
gomito,prima,1
comune,gomito,1
ambiente,gomito,1
gomito,grande,1
gomito,zona,1
buono,gomito,1
gomito,mano,1
gomito,notte,1
fitto,gomito,1
gomito,voce,1
gomito,ironico,1
illustro,palazzo,1
decadere,illustro,1
illustro,pieni,1
baracca,illustro,1
illustro,permaloso,1
diffidente,illustro,1
illustro,vero,1
fine,illustro,1
illustro,scorso,1
illustro,provvisorio,1
illustro,importuno,1
illustro,invadente,1
forma,illustro,1
illustro,prima,1
comune,illustro,1
ambiente,illustro,1
grande,illustro,1
illustro,zona,1
buono,illustro,1
illustro,mano,1
illustro,notte,1
fitto,illustro,1
illustro,voce,1
illustro,ironico,1
decadere,palazzo,1
palazzo,pieni,1
